,Rk,Player,Pos,Age,Tm,G,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,Unnamed: 19,OWS,DWS,WS,WS/48,Unnamed: 24,OBPM,DBPM,BPM,VORP,Player-additional,Season
25,24,Trevor Ariza,SF,30,HOU,81,2859,12.9,0.551,0.581,0.187,2.6,11.6,7.1,10.0,2.8,0.8,10.8,15.7,,3.1,2.3,5.4,0.09,,0.1,0.3,0.4,1.7,arizatr01,2015-16
26,25,Darrell Arthur,PF,27,DEN,70,1516,12.5,0.514,0.239,0.108,6.2,15.4,10.7,10.0,1.8,2.6,11.4,16.7,,1.0,1.3,2.3,0.072,,-1.3,0.5,-0.8,0.4,arthuda01,2015-16
27,26,Ömer Aşık,C,29,NOP,68,1178,11.0,0.551,0.0,0.574,10.9,28.7,19.5,3.1,0.9,1.6,19.7,11.4,,0.7,1.0,1.7,0.07,,-2.8,-1.0,-3.8,-0.5,asikom01,2015-16
28,27,D.J. Augustin,PG,28,TOT,62,1178,13.9,0.575,0.48,0.366,0.8,8.0,4.4,25.3,1.6,0.3,17.1,18.0,,2.0,0.6,2.6,0.106,,0.6,-1.1,-0.4,0.4,augusdj01,2015-16
29,27,D.J. Augustin,PG,28,OKC,34,519,8.7,0.522,0.504,0.281,1.1,7.6,4.5,16.7,1.2,0.3,18.1,13.6,,0.4,0.3,0.7,0.065,,-1.9,-0.4,-2.4,-0.1,augusdj01,2015-16
30,27,D.J. Augustin,PG,28,DEN,28,659,18.0,0.601,0.467,0.41,0.5,8.4,4.4,32.0,1.9,0.2,16.6,21.5,,1.6,0.3,1.9,0.139,,2.7,-1.6,1.1,0.5,augusdj01,2015-16
31,28,Jeff Ayres,C,28,LAC,17,107,8.3,0.585,0.043,0.261,4.1,18.1,11.2,6.9,0.0,2.2,19.0,13.4,,0.1,0.1,0.2,0.077,,-5.6,-0.5,-6.1,-0.1,pendeje02,2015-16
32,29,Luke Babbitt,SF,26,NOP,47,845,11.6,0.526,0.377,0.173,3.2,16.7,9.7,9.6,0.6,0.7,6.9,17.5,,0.8,0.3,1.1,0.064,,-1.0,-1.5,-2.5,-0.1,babbilu01,2015-16
33,30,Cameron Bairstow,C,25,CHI,18,103,6.8,0.391,0.125,0.2,4.2,24.0,14.3,8.7,1.0,2.1,8.4,20.3,,-0.1,0.1,0.0,-0.004,,-6.7,-0.9,-7.5,-0.1,bairsca01,2015-16
34,31,Leandro Barbosa,SG,33,GSW,68,1079,11.7,0.545,0.297,0.168,3.0,8.4,5.8,10.6,2.0,0.7,11.8,18.1,,0.9,1.2,2.1,0.092,,-1.9,-0.1,-2.0,0.0,barbole01,2015-16
35,32,J.J. Barea,PG,31,DAL,74,1667,15.4,0.536,0.366,0.135,1.7,8.3,5.0,31.5,0.8,0.1,13.0,23.8,,2.1,0.7,2.8,0.082,,1.6,-1.6,0.0,0.9,bareajo01,2015-16
36,33,Andrea Bargnani,C,30,BRK,46,634,11.8,0.5,0.057,0.204,4.9,12.4,8.6,4.8,0.3,1.1,7.9,23.2,,0.1,0.0,0.2,0.013,,-2.6,-2.6,-5.1,-0.5,bargnan01,2015-16
37,34,Harrison Barnes,SF,23,GSW,66,2042,12.3,0.559,0.338,0.212,4.3,12.4,8.6,7.8,1.0,0.4,7.6,15.9,,3.1,1.9,4.9,0.116,,-0.2,-1.1,-1.3,0.3,barneha02,2015-16
38,35,Matt Barnes,SF,35,MEM,76,2190,11.7,0.503,0.534,0.199,4.2,18.3,10.9,11.6,1.8,2.4,13.8,17.9,,0.4,2.2,2.6,0.056,,-1.1,0.2,-0.9,0.6,barnema02,2015-16
39,36,Will Barton,SG,25,DEN,82,2353,16.0,0.535,0.331,0.273,2.7,20.0,11.2,14.4,1.5,1.3,11.2,23.0,,2.4,1.9,4.3,0.088,,1.2,-0.4,0.8,1.7,bartowi01,2015-16
40,37,Brandon Bass,PF,30,LAL,66,1342,17.3,0.619,0.006,0.467,8.1,15.0,11.4,9.2,1.2,3.2,9.9,13.9,,3.4,0.7,4.1,0.146,,0.6,0.0,0.6,0.9,bassbr01,2015-16
41,38,Nicolas Batum,SF,27,CHO,70,2448,15.6,0.546,0.457,0.22,2.4,16.8,9.6,26.9,1.3,1.4,17.6,21.4,,2.0,2.9,5.0,0.097,,1.1,0.1,1.2,2.0,batumni01,2015-16
42,39,Jerryd Bayless,SG,27,MIL,52,1505,12.4,0.568,0.529,0.206,1.6,9.0,5.4,16.2,1.6,0.6,13.3,16.4,,1.8,0.6,2.4,0.075,,0.2,-1.0,-0.8,0.4,bayleje01,2015-16
43,40,Aron Baynes,C,29,DET,81,1233,17.8,0.563,0.005,0.43,11.9,22.5,17.0,6.6,0.9,3.2,12.8,18.5,,2.4,1.7,4.1,0.158,,-0.5,0.3,-0.2,0.6,baynear01,2015-16
44,41,Kent Bazemore,SF,26,ATL,75,2083,13.4,0.551,0.421,0.208,1.5,18.0,9.9,12.7,2.3,1.4,14.8,20.0,,0.3,3.8,4.1,0.094,,-1.2,1.5,0.3,1.2,bazemke01,2015-16
45,42,Bradley Beal,SG,22,WAS,55,1708,15.5,0.547,0.339,0.22,2.6,9.8,6.2,15.6,1.5,0.5,11.3,25.3,,1.4,1.3,2.7,0.076,,1.2,-0.9,0.3,1.0,bealbr01,2015-16
46,43,Michael Beasley,PF,27,HOU,20,363,22.5,0.563,0.044,0.239,8.8,21.1,14.9,9.1,1.5,2.1,9.6,29.7,,0.6,0.3,1.0,0.128,,2.2,-1.2,0.9,0.3,beaslmi01,2015-16
47,44,Marco Belinelli,SG,29,SAC,68,1672,9.4,0.5,0.468,0.217,0.7,6.9,3.8,11.1,1.1,0.1,10.3,19.7,,0.2,0.3,0.5,0.014,,-2.1,-1.7,-3.8,-0.8,belinma01,2015-16
48,45,Anthony Bennett,PF,22,TOR,19,84,10.4,0.446,0.519,0.37,8.3,22.8,15.7,0.0,3.1,0.0,11.3,19.2,,0.0,0.1,0.1,0.054,,-2.9,-1.1,-3.9,0.0,bennean01,2015-16
49,46,Patrick Beverley,PG,27,HOU,71,2041,13.0,0.553,0.522,0.148,3.9,9.6,6.8,17.9,2.3,1.1,12.6,15.3,,3.1,1.3,4.4,0.102,,0.0,0.1,0.2,1.1,beverpa01,2015-16
50,47,Bismack Biyombo,C,23,TOR,82,1808,14.9,0.586,0.003,0.785,11.7,29.5,20.8,2.4,0.5,6.1,15.5,11.5,,2.8,3.1,5.9,0.156,,-1.3,1.1,-0.2,0.8,biyombi01,2015-16
51,48,Nemanja Bjelica,PF,27,MIN,60,1075,11.2,0.594,0.532,0.234,5.4,17.2,11.4,11.4,1.2,1.6,15.3,12.8,,1.4,0.6,1.9,0.087,,-0.9,0.2,-0.7,0.3,bjeline01,2015-16
52,49,Tarik Black,C,24,LAL,39,496,12.3,0.537,0.0,0.433,9.2,25.4,17.0,5.2,1.4,2.9,15.1,12.9,,0.3,0.4,0.7,0.072,,-3.1,-0.2,-3.3,-0.2,blackta01,2015-16
53,50,DeJuan Blair,C,26,WAS,29,218,5.4,0.414,0.015,0.191,10.1,19.4,14.6,7.3,1.8,0.7,16.9,17.8,,-0.3,0.3,-0.1,-0.015,,-8.1,-0.7,-8.9,-0.4,blairde01,2015-16
54,51,Steve Blake,PG,35,DET,58,986,9.8,0.51,0.629,0.083,1.0,9.2,4.9,29.5,1.2,0.4,24.6,14.6,,0.3,0.8,1.1,0.053,,-1.7,-0.7,-2.4,-0.1,blakest01,2015-16
55,52,Eric Bledsoe,PG,26,PHO,31,1059,20.0,0.557,0.262,0.35,1.8,11.2,6.4,31.8,2.9,1.5,16.2,27.2,,1.6,1.0,2.5,0.116,,2.5,0.8,3.3,1.4,bledser01,2015-16
56,53,Bojan Bogdanović,SF,26,BRK,79,2115,10.7,0.55,0.451,0.176,1.9,11.8,6.8,7.3,0.7,0.2,12.5,19.4,,0.9,0.0,0.9,0.021,,-1.0,-2.6,-3.5,-0.8,bogdabo02,2015-16
57,54,Andrew Bogut,C,31,GSW,70,1451,15.9,0.623,0.004,0.179,9.5,26.0,18.3,14.8,1.1,5.8,21.6,11.4,,2.6,2.9,5.4,0.18,,-0.9,3.2,2.4,1.6,bogutan01,2015-16
58,55,Matt Bonner,C,35,SAS,30,206,14.1,0.647,0.596,0.07,1.7,12.8,7.5,6.3,1.5,0.4,4.9,13.7,,0.4,0.3,0.8,0.181,,1.2,1.0,2.2,0.2,bonnema01,2015-16
59,56,Devin Booker,SG,19,PHO,76,2108,11.9,0.535,0.333,0.295,1.4,8.4,4.8,15.8,1.0,0.8,14.0,23.0,,1.2,0.7,1.9,0.043,,-1.2,-1.7,-2.8,-0.5,bookede01,2015-16
60,57,Trevor Booker,PF,28,UTA,79,1632,14.4,0.533,0.106,0.273,11.9,20.4,16.2,8.2,1.9,2.1,15.7,14.6,,1.8,2.6,4.3,0.128,,-1.0,1.0,0.0,0.8,booketr01,2015-16
61,58,Chris Bosh*,PF,31,MIA,53,1778,20.2,0.571,0.289,0.349,3.2,21.1,12.4,12.1,1.0,1.5,8.1,24.7,,4.1,2.3,6.4,0.172,,3.6,0.5,4.0,2.7,boshch01,2015-16
62,59,Avery Bradley,SG,25,BOS,76,2536,13.2,0.538,0.399,0.121,2.0,7.3,4.6,9.8,2.2,0.6,9.2,19.8,,2.0,2.8,4.8,0.09,,-0.4,0.3,-0.1,1.2,bradlav01,2015-16
63,60,Elton Brand,C,36,PHI,17,225,11.4,0.461,0.014,0.125,4.2,27.0,15.2,13.1,2.0,2.7,12.6,16.9,,-0.1,0.3,0.2,0.036,,-4.7,1.3,-3.4,-0.1,brandel01,2015-16
64,61,Corey Brewer,SF,29,HOU,82,1669,9.9,0.481,0.406,0.254,2.8,10.4,6.6,10.0,2.5,0.9,11.3,17.8,,0.1,1.2,1.2,0.035,,-2.7,-0.3,-2.9,-0.4,breweco01,2015-16
65,62,Aaron Brooks,PG,31,CHI,69,1108,11.8,0.494,0.394,0.136,2.0,7.5,4.8,26.0,1.4,0.7,14.2,22.9,,0.2,0.7,0.9,0.04,,-1.3,-1.3,-2.6,-0.2,brookaa01,2015-16
66,63,Anthony Brown,SF,23,LAL,29,599,4.9,0.427,0.556,0.159,1.6,11.3,6.3,4.8,1.2,0.7,10.0,11.0,,-0.4,0.1,-0.3,-0.024,,-4.5,-1.0,-5.5,-0.5,brownan02,2015-16
67,64,Lorenzo Brown,PG,25,PHO,8,61,4.4,0.374,0.32,0.16,0.0,12.8,6.2,28.0,2.4,1.3,25.2,24.9,,-0.3,0.1,-0.2,-0.157,,-6.5,-1.9,-8.4,-0.1,brownlo01,2015-16
68,65,Markel Brown,SG,24,BRK,62,982,11.3,0.5,0.376,0.292,2.6,11.5,7.0,13.9,2.0,1.2,12.9,18.9,,0.2,0.4,0.6,0.031,,-2.1,-0.8,-3.0,-0.3,brownma02,2015-16
69,66,Kobe Bryant*,SF,37,LAL,66,1863,14.9,0.469,0.42,0.252,2.3,12.3,7.1,19.1,1.7,0.5,9.4,32.2,,-0.9,0.5,-0.4,-0.01,,0.9,-2.4,-1.6,0.2,bryanko01,2015-16
70,67,Chase Budinger,SF,27,TOT,66,929,10.7,0.514,0.36,0.234,5.0,12.6,8.8,10.2,1.7,0.9,14.3,14.5,,0.4,1.0,1.4,0.073,,-1.8,0.5,-1.3,0.2,budinch01,2015-16
71,67,Chase Budinger,SF,27,IND,49,729,11.1,0.502,0.356,0.247,4.7,13.4,9.1,9.9,2.0,1.0,12.6,14.9,,0.3,1.0,1.3,0.084,,-1.7,0.9,-0.7,0.2,budinch01,2015-16
72,67,Chase Budinger,SF,27,PHO,17,200,9.2,0.567,0.378,0.178,6.4,9.4,7.9,11.4,0.7,0.4,21.1,13.1,,0.1,0.0,0.1,0.034,,-2.2,-1.1,-3.4,-0.1,budinch01,2015-16
73,68,Reggie Bullock,SF,24,DET,37,429,12.0,0.583,0.541,0.153,3.4,14.3,8.6,9.2,1.2,0.4,7.1,11.4,,0.8,0.4,1.2,0.134,,0.1,0.7,0.8,0.3,bullore01,2015-16
74,69,Trey Burke,PG,23,UTA,64,1366,14.0,0.507,0.404,0.129,1.5,8.0,4.8,19.7,1.4,0.4,10.7,25.3,,0.9,1.2,2.1,0.074,,0.7,-1.2,-0.5,0.5,burketr01,2015-16
75,70,Alec Burks,SG,24,UTA,31,797,14.3,0.52,0.237,0.422,2.4,13.6,8.0,13.9,1.2,0.4,11.4,25.9,,0.7,0.8,1.5,0.09,,0.2,-0.6,-0.4,0.3,burksal01,2015-16
76,71,Caron Butler,SF,35,SAC,17,176,11.3,0.49,0.305,0.203,3.1,10.4,6.8,8.3,2.5,0.5,4.5,16.2,,0.1,0.1,0.3,0.071,,-2.5,0.6,-1.8,0.0,butleca01,2015-16
77,72,Jimmy Butler,SG,26,CHI,67,2474,21.3,0.562,0.198,0.459,3.4,11.6,7.6,21.4,2.2,1.3,9.6,24.4,,6.5,2.7,9.1,0.177,,3.2,1.2,4.4,3.9,butleji01,2015-16
78,73,Rasual Butler,SF,36,SAS,46,432,13.4,0.558,0.471,0.154,0.8,13.5,7.4,7.7,1.5,4.1,6.7,12.6,,0.4,0.9,1.3,0.146,,0.4,2.5,2.9,0.5,butlera01,2015-16
79,74,Bruno Caboclo,SF,20,TOR,6,43,-7.7,0.125,0.583,0.0,2.7,2.6,2.7,3.2,2.4,1.9,25.0,16.9,,-0.3,0.0,-0.3,-0.283,,-14.0,-3.6,-17.6,-0.2,cabocbr01,2015-16
80,75,José Calderón,PG,34,NYK,72,2024,12.3,0.571,0.446,0.105,1.2,11.0,6.2,22.3,1.6,0.3,15.4,12.6,,2.7,1.4,4.0,0.096,,-0.8,0.1,-0.6,0.7,caldejo01,2015-16
81,76,Kentavious Caldwell-Pope,SG,22,DET,76,2789,12.4,0.521,0.384,0.238,2.6,8.6,5.5,7.8,2.0,0.5,9.0,18.2,,2.6,2.7,5.3,0.092,,-1.1,0.8,-0.3,1.2,caldwke01,2015-16
82,77,Isaiah Canaan,SG,24,PHI,77,1966,11.1,0.528,0.672,0.249,1.1,8.8,4.8,11.3,1.4,0.5,10.2,19.9,,0.9,0.5,1.4,0.035,,-0.8,-1.6,-2.4,-0.2,canaais01,2015-16
83,78,Clint Capela,C,21,HOU,77,1471,18.3,0.553,0.003,0.531,14.4,22.7,18.5,5.1,2.0,5.2,10.9,16.1,,2.4,2.0,4.4,0.144,,-0.3,-0.1,-0.4,0.6,capelca01,2015-16
84,79,DeMarre Carroll,SF,29,TOR,26,786,11.9,0.49,0.437,0.185,4.6,13.1,8.9,5.5,2.9,0.6,8.8,18.5,,0.2,1.0,1.2,0.074,,-0.8,1.1,0.3,0.5,carrode01,2015-16
85,80,Vince Carter*,SG,39,MEM,60,1005,12.7,0.52,0.493,0.245,3.4,13.6,8.3,8.9,1.9,1.5,8.4,18.5,,1.0,0.8,1.8,0.084,,-0.4,-0.6,-1.0,0.3,cartevi01,2015-16
86,81,Michael Carter-Williams,PG,24,MIL,54,1649,13.9,0.497,0.099,0.292,3.4,15.7,9.6,26.6,2.5,2.1,19.6,21.3,,-0.4,1.6,1.2,0.035,,-1.4,0.6,-0.7,0.5,cartemi01,2015-16
87,82,Omri Casspi,PF,27,SAC,69,1880,13.9,0.587,0.441,0.256,3.4,20.1,11.8,7.5,1.4,0.7,12.0,17.8,,2.1,1.5,3.6,0.092,,0.4,-0.2,0.1,1.0,casspom01,2015-16
88,83,Willie Cauley-Stein,C,22,SAC,66,1412,15.3,0.588,0.006,0.369,10.3,16.6,13.5,3.8,1.6,3.8,10.5,13.2,,2.4,1.4,3.8,0.13,,-0.8,0.1,-0.8,0.4,caulewi01,2015-16
89,84,Mario Chalmers,PG,29,TOT,61,1373,17.3,0.561,0.336,0.59,1.9,11.5,6.5,26.6,3.3,0.9,16.4,21.9,,2.3,1.5,3.8,0.132,,0.0,1.3,1.3,1.2,chalmma01,2015-16
90,84,Mario Chalmers,PG,29,MIA,6,120,9.5,0.437,0.344,0.406,1.0,11.9,6.6,22.3,3.4,0.6,19.3,17.8,,-0.1,0.2,0.1,0.038,,-5.3,3.2,-2.0,0.0,chalmma01,2015-16
91,84,Mario Chalmers,PG,29,MEM,55,1253,18.0,0.57,0.335,0.604,2.0,11.4,6.5,27.0,3.3,0.9,16.2,22.3,,2.4,1.3,3.7,0.141,,0.6,1.1,1.7,1.2,chalmma01,2015-16
92,85,Tyson Chandler,C,33,PHO,66,1618,14.7,0.606,0.003,0.545,11.5,27.5,19.3,6.0,1.1,2.2,19.3,12.7,,2.1,1.6,3.8,0.112,,-0.8,-0.2,-1.1,0.4,chandty01,2015-16
93,86,Rakeem Christmas,PF,24,IND,1,6,32.0,1.0,0.0,0.0,18.3,0.0,9.1,0.0,0.0,0.0,0.0,14.7,,0.0,0.0,0.0,0.343,,5.6,0.9,6.5,0.0,chrisra01,2015-16
94,87,Ian Clark,SG,24,GSW,66,578,11.5,0.544,0.416,0.168,2.6,9.7,6.3,15.3,1.4,1.7,16.5,19.5,,0.3,0.6,0.9,0.075,,-1.5,-0.4,-1.9,0.0,clarkia01,2015-16
95,88,Coty Clarke,SF,23,BOS,3,6,23.9,0.75,0.5,0.0,0.0,18.0,8.8,0.0,0.0,0.0,20.0,35.5,,0.0,0.0,0.0,0.025,,15.5,1.0,16.5,0.0,clarkco01,2015-16
96,89,Jordan Clarkson,SG,23,LAL,79,2552,14.3,0.516,0.291,0.186,3.8,9.6,6.6,13.8,1.7,0.2,10.2,22.8,,1.7,0.4,2.1,0.039,,-0.1,-1.5,-1.6,0.2,clarkjo01,2015-16
97,90,Norris Cole,PG,27,NOP,45,1198,10.8,0.465,0.211,0.134,0.9,13.5,7.0,22.0,1.5,0.3,12.8,21.7,,-0.6,0.5,-0.1,-0.004,,-2.9,-0.9,-3.8,-0.5,coleno01,2015-16
98,91,Darren Collison,PG,28,SAC,74,2219,15.9,0.591,0.28,0.291,1.4,6.8,4.1,21.7,1.6,0.1,12.9,19.2,,4.5,0.7,5.2,0.113,,0.9,-0.8,0.1,1.2,collida01,2015-16
99,92,Nick Collison,PF,35,OKC,59,699,7.7,0.498,0.018,0.303,11.2,15.2,13.3,9.6,1.1,1.7,28.8,10.6,,0.1,0.7,0.8,0.053,,-3.6,0.5,-3.1,-0.2,collini01,2015-16
100,93,Mike Conley,PG,28,MEM,56,1761,19.4,0.538,0.309,0.329,1.6,9.3,5.3,32.7,2.0,0.8,9.5,22.4,,4.2,1.1,5.3,0.145,,3.5,-0.5,3.0,2.2,conlemi01,2015-16
101,94,Pat Connaughton,SG,23,POR,34,143,4.6,0.352,0.429,0.102,8.3,15.9,12.1,9.9,0.7,0.0,16.3,18.7,,-0.3,0.1,-0.2,-0.076,,-4.8,-3.2,-8.0,-0.2,connapa01,2015-16
102,95,Chris Copeland,PF,31,MIL,24,156,5.4,0.462,0.706,0.137,0.7,6.5,3.7,10.3,0.7,0.0,10.0,17.3,,-0.1,0.0,-0.1,-0.017,,-3.3,-3.1,-6.4,-0.2,copelch01,2015-16
103,96,Bryce Cotton,PG,23,TOT,8,39,1.7,0.4,0.3,0.0,0.0,0.0,0.0,10.8,3.7,0.0,33.3,16.5,,-0.2,0.0,-0.1,-0.168,,-7.7,-1.0,-8.8,-0.1,cottobr01,2015-16
104,96,Bryce Cotton,PG,23,PHO,3,33,-3.3,0.25,0.375,0.0,0.0,0.0,0.0,12.7,4.4,0.0,38.5,16.8,,-0.2,0.0,-0.2,-0.238,,-10.2,-1.2,-11.4,-0.1,cottobr01,2015-16
105,96,Bryce Cotton,PG,23,MEM,5,6,29.1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,,0.0,0.0,0.0,0.221,,5.7,0.2,5.8,0.0,cottobr01,2015-16
106,97,DeMarcus Cousins,C,25,SAC,65,2246,23.6,0.538,0.158,0.498,7.7,28.2,18.0,17.0,2.2,3.3,13.3,35.4,,2.4,3.3,5.7,0.122,,2.7,0.6,3.3,3.0,couside01,2015-16
107,98,Robert Covington,SF,25,PHI,67,1903,13.2,0.543,0.677,0.249,3.6,20.9,12.0,8.4,2.7,1.6,15.3,21.5,,-0.1,2.1,2.0,0.05,,-1.1,0.1,-0.9,0.5,covinro01,2015-16
108,99,Allen Crabbe,SG,23,POR,81,2105,12.2,0.572,0.42,0.167,1.4,9.7,5.6,7.2,1.5,0.6,8.1,16.4,,3.1,1.2,4.3,0.098,,-0.9,-0.1,-1.0,0.5,crabbal01,2015-16
109,100,Jamal Crawford,SG,35,LAC,79,2126,14.0,0.529,0.366,0.289,1.0,6.3,3.7,14.0,1.2,0.4,9.6,24.9,,1.8,1.5,3.3,0.076,,0.1,-1.5,-1.4,0.3,crawfja01,2015-16
110,101,Jae Crowder,SF,25,BOS,73,2308,15.8,0.565,0.446,0.294,3.2,14.2,8.6,8.9,2.7,1.2,8.3,18.5,,3.8,3.5,7.3,0.152,,0.8,1.4,2.2,2.5,crowdja01,2015-16
111,102,Dante Cunningham,SF,28,NOP,80,1971,8.6,0.54,0.422,0.199,3.1,10.4,6.6,5.6,1.1,1.4,8.4,11.0,,1.5,0.7,2.1,0.052,,-2.3,-0.5,-2.8,-0.4,cunnida01,2015-16
112,103,Jared Cunningham,SG,24,TOT,44,410,5.9,0.464,0.371,0.524,0.8,9.6,5.3,6.9,1.8,0.4,14.0,16.5,,-0.3,0.4,0.1,0.014,,-5.5,-0.2,-5.7,-0.4,cunnija01,2015-16
